fir_id,fir_number,crime_type,ipc_sections,station_id,district,occurred_at,reported_at,hour_of_day,status,modus_operandi,latitude,longitude
F3754,3754,Chain snatching,"IPC 379, 356",ST00046,Hubballi,2026-05-24T18:37:00,2026-05-26T06:37:00,18,Open,pillion-rider grab,15.35854,75.12683
F3755,3755,Chain snatching,"IPC 379, 356",ST00035,Mysuru,2026-02-03T22:49:00,2026-02-05T04:49:00,22,Open,pillion-rider grab,12.30405,76.66695
F3756,3756,Mobile theft,IPC 379,ST00049,Belagavi,2026-02-03T20:25:00,2026-02-04T22:25:00,20,Under investigation,bus snatch,15.84551,74.47729
F3757,3757,Vehicle theft,IPC 379,ST00051,Belagavi,2026-02-06T02:35:00,2026-02-06T23:35:00,2,Open,duplicate-key theft,15.84971,74.50496
F3758,3758,Vehicle theft,IPC 379,ST00026,KR Puram,2026-01-12T03:26:00,2026-01-12T23:26:00,3,Under investigation,parking-lot lift,13.02422,77.70617
F3759,3759,Cheating,IPC 420,ST00016,Rajajinagar,2026-06-05T11:34:00,2026-06-05T20:34:00,11,Charge-sheeted,investment scam,12.99362,77.57709
F3760,3760,Cheating,IPC 420,ST00018,Whitefield,2026-05-05T14:44:00,2026-05-06T10:44:00,14,Open,investment scam,12.94463,77.77946
F3761,3761,Mobile theft,IPC 379,ST00014,Rajajinagar,2026-06-11T20:53:00,2026-06-13T05:53:00,20,Under investigation,crowd pickpocket,13.00086,77.53096
F3762,3762,Chain snatching,"IPC 379, 356",ST00033,Electronic City,2026-06-28T20:58:00,2026-06-29T21:58:00,20,Under investigation,pillion-rider grab,12.80737,77.68936
F3763,3763,Vehicle theft,IPC 379,ST00042,Mangaluru,2026-01-04T23:00:00,2026-01-05T12:00:00,23,Open,parking-lot lift,12.91275,74.83991
F3764,3764,House break-in,"IPC 457, 380",ST00018,Whitefield,2026-02-09T01:36:00,2026-02-10T07:36:00,1,Open,lock tampering,12.94519,77.77489
F3765,3765,Mobile theft,IPC 379,ST00027,Yelahanka,2026-01-04T16:00:00,2026-01-06T03:00:00,16,Open,crowd pickpocket,13.12338,77.58578
F3766,3766,House break-in,"IPC 457, 380",ST00038,Mysuru,2026-05-15T05:30:00,2026-05-15T16:30:00,5,Under investigation,daytime recce break,12.33092,76.64018
F3767,3767,Chain snatching,"IPC 379, 356",ST00029,Yelahanka,2026-02-13T22:13:00,2026-02-15T04:13:00,22,Open,evening market snatch,13.09829,77.55864
F3768,3768,House break-in,"IPC 457, 380",ST00030,Electronic City,2026-06-23T05:29:00,2026-06-23T14:29:00,5,Under investigation,rear-window entry,12.82581,77.67964
F3769,3769,Vehicle theft,IPC 379,ST00016,Rajajinagar,2026-05-30T03:45:00,2026-05-30T16:45:00,3,Under investigation,parking-lot lift,13.00748,77.57032
F3770,3770,Burglary,"IPC 454, 457",ST00024,KR Puram,2026-05-15T03:22:00,2026-05-15T13:22:00,3,Charge-sheeted,ATM tamper,13.00207,77.70552
F3771,3771,Online fraud,"IT Act 66C, 66D; IPC 420",ST00003,BLR South,2026-03-24T14:31:00,2026-03-25T04:31:00,14,Open,UPI request fraud,12.8749,77.56381
F3772,3772,Assault,"IPC 323, 324",ST00042,Mangaluru,2026-01-17T21:29:00,2026-01-18T08:29:00,21,Under investigation,street altercation,12.91013,74.85232
F3773,3773,Vehicle theft,IPC 379,ST00035,Mysuru,2026-01-19T00:39:00,2026-01-20T07:39:00,0,Under investigation,parking-lot lift,12.30518,76.68247
F3774,3774,Assault,"IPC 323, 324",ST00041,Mangaluru,2026-04-18T22:35:00,2026-04-19T21:35:00,22,Under investigation,street altercation,12.89364,74.83174
F3775,3775,Chain snatching,"IPC 379, 356",ST00030,Electronic City,2026-01-21T21:57:00,2026-01-22T16:57:00,21,Charge-sheeted,evening market snatch,12.82246,77.67219
F3776,3776,Cheating,IPC 420,ST00050,Belagavi,2026-06-12T09:32:00,2026-06-13T21:32:00,9,Open,advance-fee fraud,15.87306,74.51139
F3777,3777,Mobile theft,IPC 379,ST00011,BTM,2026-06-30T20:18:00,2026-07-01T15:18:00,20,Under investigation,shop-counter lift,12.92712,77.63182
F3778,3778,Mobile theft,IPC 379,ST00011,BTM,2026-06-27T17:49:00,2026-06-27T21:49:00,17,Under investigation,bus snatch,12.94256,77.63857
F3779,3779,Vehicle theft,IPC 379,ST00027,Yelahanka,2026-01-14T01:34:00,2026-01-14T23:34:00,1,Open,parking-lot lift,13.11685,77.571
F3780,3780,Assault,"IPC 323, 324",ST00016,Rajajinagar,2026-06-14T17:19:00,2026-06-16T02:19:00,17,Open,bar brawl,13.00887,77.56326
F3781,3781,House break-in,"IPC 457, 380",ST00025,KR Puram,2026-03-05T03:49:00,2026-03-06T15:49:00,3,Under investigation,rear-window entry,13.00171,77.70273
F3782,3782,Chain snatching,"IPC 379, 356",ST00038,Mysuru,2026-05-23T22:24:00,2026-05-24T22:24:00,22,Open,pillion-rider grab,12.32922,76.64244
F3783,3783,Mobile theft,IPC 379,ST00006,Jayanagar,2026-01-12T13:03:00,2026-01-13T11:03:00,13,Open,bus snatch,12.92324,77.55614
F3784,3784,Vehicle theft,IPC 379,ST00030,Electronic City,2026-03-15T23:44:00,2026-03-16T19:44:00,23,Open,duplicate-key theft,12.8225,77.67346
F3785,3785,Assault,"IPC 323, 324",ST00035,Mysuru,2026-06-01T17:41:00,2026-06-02T06:41:00,17,Under investigation,bar brawl,12.3167,76.67409
F3786,3786,Online fraud,"IT Act 66C, 66D; IPC 420",ST00015,Rajajinagar,2026-03-15T18:39:00,2026-03-17T00:39:00,18,Under investigation,fake KYC call,12.98058,77.56714
F3787,3787,Cheating,IPC 420,ST00019,Whitefield,2026-04-08T13:53:00,2026-04-10T00:53:00,13,Under investigation,fake job offer,12.98665,77.74414
F3788,3788,Cheating,IPC 420,ST00032,Electronic City,2026-06-04T13:40:00,2026-06-05T20:40:00,13,Open,advance-fee fraud,12.86338,77.67414
F3789,3789,House break-in,"IPC 457, 380",ST00033,Electronic City,2026-04-09T02:46:00,2026-04-10T12:46:00,2,Under investigation,daytime recce break,12.80934,77.67431
F3790,3790,Online fraud,"IT Act 66C, 66D; IPC 420",ST00003,BLR South,2026-02-19T11:04:00,2026-02-20T14:04:00,11,Open,fake KYC call,12.88585,77.56542
F3791,3791,Online fraud,"IT Act 66C, 66D; IPC 420",ST00038,Mysuru,2026-04-19T14:20:00,2026-04-19T21:20:00,14,Under investigation,fake KYC call,12.3243,76.64163
F3792,3792,Vehicle theft,IPC 379,ST00042,Mangaluru,2026-01-28T01:47:00,2026-01-28T18:47:00,1,Open,parking-lot lift,12.9043,74.84024
F3793,3793,Assault,"IPC 323, 324",ST00006,Jayanagar,2026-04-09T23:51:00,2026-04-10T17:51:00,23,Under investigation,bar brawl,12.91247,77.565
F3794,3794,Chain snatching,"IPC 379, 356",ST00014,Rajajinagar,2026-04-29T18:40:00,2026-04-30T03:40:00,18,Under investigation,2-wheeler snatch,12.98294,77.5323
F3795,3795,Vehicle theft,IPC 379,ST00016,Rajajinagar,2026-06-24T01:00:00,2026-06-25T02:00:00,1,Charge-sheeted,lock-break theft,12.99599,77.5679
F3796,3796,Online fraud,"IT Act 66C, 66D; IPC 420",ST00030,Electronic City,2026-02-13T10:09:00,2026-02-14T10:09:00,10,Under investigation,OTP scam,12.81455,77.67855
F3797,3797,Burglary,"IPC 454, 457",ST00022,KR Puram,2026-03-09T05:47:00,2026-03-10T01:47:00,5,Under investigation,shutter-break,12.98093,77.72252
F3798,3798,Chain snatching,"IPC 379, 356",ST00011,BTM,2026-01-10T20:59:00,2026-01-11T12:59:00,20,Open,pillion-rider grab,12.94428,77.64833
F3799,3799,Assault,"IPC 323, 324",ST00012,BTM,2026-04-04T19:10:00,2026-04-05T13:10:00,19,Open,bar brawl,12.90353,77.60468
F3800,3800,Burglary,"IPC 454, 457",ST00027,Yelahanka,2026-05-11T04:37:00,2026-05-11T09:37:00,4,Under investigation,shutter-break,13.11725,77.58807
F3801,3801,House break-in,"IPC 457, 380",ST00001,BLR South,2026-03-30T03:23:00,2026-03-30T17:23:00,3,Under investigation,rear-window entry,12.93264,77.56476
F3802,3802,House break-in,"IPC 457, 380",ST00018,Whitefield,2026-03-19T02:29:00,2026-03-19T04:29:00,2,Open,lock tampering,12.94297,77.77482
F3803,3803,Cheating,IPC 420,ST00048,Hubballi,2026-03-24T15:59:00,2026-03-25T23:59:00,15,Charge-sheeted,advance-fee fraud,15.34574,75.11484
F3804,3804,Vehicle theft,IPC 379,ST00008,Jayanagar,2026-01-27T03:52:00,2026-01-28T10:52:00,3,Under investigation,lock-break theft,12.95321,77.5887
F3805,3805,Burglary,"IPC 454, 457",ST00009,BTM,2026-02-09T00:25:00,2026-02-09T09:25:00,0,Under investigation,shutter-break,12.88788,77.59581
F3806,3806,Vehicle theft,IPC 379,ST00010,BTM,2026-03-08T01:38:00,2026-03-08T12:38:00,1,Open,lock-break theft,12.91761,77.6261
F3807,3807,House break-in,"IPC 457, 380",ST00046,Hubballi,2026-03-09T02:15:00,2026-03-09T06:15:00,2,Under investigation,lock tampering,15.35936,75.13802
F3808,3808,Chain snatching,"IPC 379, 356",ST00020,Whitefield,2026-04-15T21:31:00,2026-04-16T16:31:00,21,Open,evening market snatch,12.96096,77.74276
F3809,3809,Chain snatching,"IPC 379, 356",ST00014,Rajajinagar,2026-06-14T22:02:00,2026-06-15T02:02:00,22,Open,2-wheeler snatch,12.98958,77.52727
F3810,3810,Assault,"IPC 323, 324",ST00012,BTM,2026-01-18T19:47:00,2026-01-19T23:47:00,19,Open,street altercation,12.90864,77.61343
F3811,3811,Chain snatching,"IPC 379, 356",ST00036,Mysuru,2026-01-17T19:27:00,2026-01-18T06:27:00,19,Open,2-wheeler snatch,12.31058,76.66348
F3812,3812,Vehicle theft,IPC 379,ST00049,Belagavi,2026-02-25T00:38:00,2026-02-26T01:38:00,0,Open,parking-lot lift,15.82726,74.48661
F3813,3813,Vehicle theft,IPC 379,ST00011,BTM,2026-03-28T04:11:00,2026-03-28T14:11:00,4,Open,duplicate-key theft,12.93414,77.64262
F3814,3814,Assault,"IPC 323, 324",ST00051,Belagavi,2026-03-31T22:17:00,2026-04-01T09:17:00,22,Under investigation,domestic dispute,15.86296,74.49637
F3815,3815,Online fraud,"IT Act 66C, 66D; IPC 420",ST00015,Rajajinagar,2026-05-14T18:32:00,2026-05-15T18:32:00,18,Under investigation,OTP scam,12.98083,77.58165
F3816,3816,Vehicle theft,IPC 379,ST00038,Mysuru,2026-04-03T00:22:00,2026-04-04T09:22:00,0,Under investigation,lock-break theft,12.32089,76.65527
F3817,3817,Assault,"IPC 323, 324",ST00008,Jayanagar,2026-04-22T20:52:00,2026-04-24T05:52:00,20,Under investigation,bar brawl,12.95206,77.58948
F3818,3818,Vehicle theft,IPC 379,ST00016,Rajajinagar,2026-06-15T02:55:00,2026-06-15T05:55:00,2,Under investigation,duplicate-key theft,13.00251,77.57386
F3819,3819,Cheating,IPC 420,ST00047,Hubballi,2026-06-10T10:50:00,2026-06-10T14:50:00,10,Charge-sheeted,investment scam,15.35126,75.10857
F3820,3820,Mobile theft,IPC 379,ST00045,Hubballi,2026-06-15T15:52:00,2026-06-15T19:52:00,15,Under investigation,shop-counter lift,15.33387,75.11554
F3821,3821,Cheating,IPC 420,ST00015,Rajajinagar,2026-01-07T13:20:00,2026-01-08T04:20:00,13,Open,investment scam,12.97888,77.57142
F3822,3822,Vehicle theft,IPC 379,ST00050,Belagavi,2026-02-18T04:02:00,2026-02-18T09:02:00,4,Open,duplicate-key theft,15.86915,74.52437
F3823,3823,Chain snatching,"IPC 379, 356",ST00010,BTM,2026-04-04T21:47:00,2026-04-05T15:47:00,21,Under investigation,pillion-rider grab,12.9234,77.62154
F3824,3824,Mobile theft,IPC 379,ST00046,Hubballi,2026-01-10T11:42:00,2026-01-11T17:42:00,11,Under investigation,shop-counter lift,15.34882,75.12512
F3825,3825,Mobile theft,IPC 379,ST00042,Mangaluru,2026-02-02T19:07:00,2026-02-04T02:07:00,19,Open,shop-counter lift,12.91391,74.83722
F3826,3826,Online fraud,"IT Act 66C, 66D; IPC 420",ST00050,Belagavi,2026-05-26T13:01:00,2026-05-27T03:01:00,13,Open,fake KYC call,15.86426,74.52912
F3827,3827,Online fraud,"IT Act 66C, 66D; IPC 420",ST00014,Rajajinagar,2026-01-08T09:23:00,2026-01-08T23:23:00,9,Open,UPI request fraud,12.99249,77.5338
F3828,3828,Burglary,"IPC 454, 457",ST00022,KR Puram,2026-03-10T04:16:00,2026-03-10T19:16:00,4,Open,shutter-break,12.9798,77.71027
F3829,3829,Chain snatching,"IPC 379, 356",ST00009,BTM,2026-03-29T21:34:00,2026-03-30T05:34:00,21,Open,pillion-rider grab,12.88717,77.58918
F3830,3830,Cheating,IPC 420,ST00041,Mangaluru,2026-03-09T15:02:00,2026-03-09T22:02:00,15,Under investigation,investment scam,12.89331,74.82209
F3831,3831,Chain snatching,"IPC 379, 356",ST00049,Belagavi,2026-05-08T18:31:00,2026-05-09T06:31:00,18,Open,pillion-rider grab,15.82961,74.48966
F3832,3832,Chain snatching,"IPC 379, 356",ST00005,BLR South,2026-05-13T18:46:00,2026-05-14T22:46:00,18,Under investigation,2-wheeler snatch,12.88958,77.60427
F3833,3833,Online fraud,"IT Act 66C, 66D; IPC 420",ST00014,Rajajinagar,2026-06-01T13:49:00,2026-06-01T17:49:00,13,Open,UPI request fraud,12.99427,77.53479
F3834,3834,Mobile theft,IPC 379,ST00032,Electronic City,2026-01-20T20:45:00,2026-01-21T13:45:00,20,Under investigation,bus snatch,12.85801,77.67373
F3835,3835,Online fraud,"IT Act 66C, 66D; IPC 420",ST00031,Electronic City,2026-05-17T18:27:00,2026-05-18T20:27:00,18,Under investigation,fake KYC call,12.84691,77.66689
F3836,3836,Cheating,IPC 420,ST00014,Rajajinagar,2026-04-20T16:30:00,2026-04-22T02:30:00,16,Open,investment scam,12.99116,77.53484
F3837,3837,Chain snatching,"IPC 379, 356",ST00041,Mangaluru,2026-06-12T19:05:00,2026-06-13T08:05:00,19,Under investigation,2-wheeler snatch,12.89391,74.83097
F3838,3838,Assault,"IPC 323, 324",ST00029,Yelahanka,2026-02-11T23:05:00,2026-02-12T09:05:00,23,Under investigation,bar brawl,13.10513,77.56996
F3839,3839,Assault,"IPC 323, 324",ST00029,Yelahanka,2026-04-19T16:05:00,2026-04-21T04:05:00,16,Open,domestic dispute,13.09525,77.55692
F3840,3840,Mobile theft,IPC 379,ST00027,Yelahanka,2026-05-16T14:14:00,2026-05-17T04:14:00,14,Under investigation,shop-counter lift,13.11908,77.57734
F3841,3841,Cheating,IPC 420,ST00024,KR Puram,2026-01-06T09:41:00,2026-01-06T12:41:00,9,Open,fake job offer,13.01123,77.69859
F3842,3842,Vehicle theft,IPC 379,ST00025,KR Puram,2026-03-17T00:51:00,2026-03-17T19:51:00,0,Under investigation,lock-break theft,12.98831,77.69411
F3843,3843,Burglary,"IPC 454, 457",ST00040,Mangaluru,2026-04-23T04:05:00,2026-04-23T12:05:00,4,Under investigation,ATM tamper,12.87262,74.88044
F3844,3844,Vehicle theft,IPC 379,ST00002,BLR South,2026-02-04T03:28:00,2026-02-04T21:28:00,3,Under investigation,parking-lot lift,12.91247,77.60591
F3845,3845,Burglary,"IPC 454, 457",ST00003,BLR South,2026-02-18T05:21:00,2026-02-18T18:21:00,5,Under investigation,shutter-break,12.87856,77.56454
F3846,3846,Online fraud,"IT Act 66C, 66D; IPC 420",ST00017,Rajajinagar,2026-01-10T09:37:00,2026-01-10T23:37:00,9,Open,fake KYC call,13.01041,77.56714
F3847,3847,Cheating,IPC 420,ST00022,KR Puram,2026-03-22T16:16:00,2026-03-23T11:16:00,16,Open,fake job offer,12.98309,77.72021
F3848,3848,Chain snatching,"IPC 379, 356",ST00034,Electronic City,2026-01-23T18:07:00,2026-01-24T10:07:00,18,Under investigation,2-wheeler snatch,12.85397,77.6859
F3849,3849,Vehicle theft,IPC 379,ST00051,Belagavi,2026-05-17T03:07:00,2026-05-18T05:07:00,3,Open,lock-break theft,15.8591,74.50036
F3850,3850,Online fraud,"IT Act 66C, 66D; IPC 420",ST00029,Yelahanka,2026-02-06T11:44:00,2026-02-07T17:44:00,11,Under investigation,fake KYC call,13.0931,77.55847
F3851,3851,Cheating,IPC 420,ST00013,BTM,2026-06-16T15:54:00,2026-06-17T14:54:00,15,Under investigation,advance-fee fraud,12.90505,77.58439
F3852,3852,Assault,"IPC 323, 324",ST00044,Mangaluru,2026-02-25T23:42:00,2026-02-26T17:42:00,23,Open,domestic dispute,12.90385,74.85902
F3853,3853,Vehicle theft,IPC 379,ST00051,Belagavi,2026-02-27T03:43:00,2026-02-27T18:43:00,3,Open,parking-lot lift,15.86205,74.50485
F3854,3854,Mobile theft,IPC 379,ST00021,Whitefield,2026-04-11T19:06:00,2026-04-12T09:06:00,19,Under investigation,crowd pickpocket,12.98903,77.73603
F3855,3855,Burglary,"IPC 454, 457",ST00023,KR Puram,2026-02-21T05:25:00,2026-02-21T11:25:00,5,Open,shutter-break,12.96768,77.66912
F3856,3856,Chain snatching,"IPC 379, 356",ST00028,Yelahanka,2026-03-23T22:56:00,2026-03-25T03:56:00,22,Under investigation,2-wheeler snatch,13.0836,77.55278
F3857,3857,Vehicle theft,IPC 379,ST00045,Hubballi,2026-06-10T23:19:00,2026-06-11T18:19:00,23,Under investigation,lock-break theft,15.33961,75.12349
F3858,3858,Burglary,"IPC 454, 457",ST00029,Yelahanka,2026-01-06T02:07:00,2026-01-06T21:07:00,2,Under investigation,godown break-in,13.11039,77.55913
F3859,3859,Assault,"IPC 323, 324",ST00007,Jayanagar,2026-06-19T23:01:00,2026-06-20T01:01:00,23,Under investigation,domestic dispute,12.91152,77.54789
F3860,3860,Burglary,"IPC 454, 457",ST00007,Jayanagar,2026-01-16T05:45:00,2026-01-16T20:45:00,5,Charge-sheeted,shutter-break,12.91416,77.55134
F3861,3861,Cheating,IPC 420,ST00024,KR Puram,2026-01-23T12:13:00,2026-01-24T20:13:00,12,Under investigation,fake job offer,13.00374,77.70735
F3862,3862,Vehicle theft,IPC 379,ST00036,Mysuru,2026-01-12T02:38:00,2026-01-12T06:38:00,2,Under investigation,lock-break theft,12.30053,76.65496
F3863,3863,Burglary,"IPC 454, 457",ST00025,KR Puram,2026-06-13T03:57:00,2026-06-13T07:57:00,3,Under investigation,godown break-in,13.00026,77.68993
F3864,3864,Assault,"IPC 323, 324",ST00049,Belagavi,2026-02-08T22:20:00,2026-02-10T01:20:00,22,Under investigation,domestic dispute,15.83222,74.49261
F3865,3865,Vehicle theft,IPC 379,ST00034,Electronic City,2026-02-11T23:28:00,2026-02-12T23:28:00,23,Under investigation,duplicate-key theft,12.84797,77.68421
F3866,3866,Vehicle theft,IPC 379,ST00008,Jayanagar,2026-04-07T23:01:00,2026-04-08T03:01:00,23,Open,parking-lot lift,12.95019,77.59033
F3867,3867,Online fraud,"IT Act 66C, 66D; IPC 420",ST00027,Yelahanka,2026-04-25T17:15:00,2026-04-27T00:15:00,17,Under investigation,fake KYC call,13.11269,77.57041
F3868,3868,Assault,"IPC 323, 324",ST00032,Electronic City,2026-06-18T18:49:00,2026-06-20T05:49:00,18,Under investigation,street altercation,12.86108,77.67702
F3869,3869,Mobile theft,IPC 379,ST00012,BTM,2026-04-05T15:21:00,2026-04-05T16:21:00,15,Open,bus snatch,12.91449,77.61657
F3870,3870,Vehicle theft,IPC 379,ST00047,Hubballi,2026-06-10T23:11:00,2026-06-11T03:11:00,23,Charge-sheeted,duplicate-key theft,15.35292,75.10699
F3871,3871,Online fraud,"IT Act 66C, 66D; IPC 420",ST00040,Mangaluru,2026-01-18T16:46:00,2026-01-19T17:46:00,16,Under investigation,UPI request fraud,12.87372,74.8714
F3872,3872,Chain snatching,"IPC 379, 356",ST00038,Mysuru,2026-01-17T22:49:00,2026-01-18T13:49:00,22,Open,evening market snatch,12.32954,76.64158
F3873,3873,Online fraud,"IT Act 66C, 66D; IPC 420",ST00037,Mysuru,2026-03-21T11:55:00,2026-03-22T05:55:00,11,Open,UPI request fraud,12.32072,76.64933
F3874,3874,Online fraud,"IT Act 66C, 66D; IPC 420",ST00045,Hubballi,2026-05-19T15:28:00,2026-05-20T04:28:00,15,Charge-sheeted,fake KYC call,15.34458,75.10934
F3875,3875,House break-in,"IPC 457, 380",ST00017,Rajajinagar,2026-05-18T03:21:00,2026-05-18T11:21:00,3,Under investigation,lock tampering,13.00245,77.57311
F3876,3876,Online fraud,"IT Act 66C, 66D; IPC 420",ST00014,Rajajinagar,2026-03-16T12:44:00,2026-03-16T17:44:00,12,Under investigation,OTP scam,12.99001,77.533
F3877,3877,Mobile theft,IPC 379,ST00051,Belagavi,2026-05-14T17:36:00,2026-05-16T00:36:00,17,Charge-sheeted,bus snatch,15.85258,74.50717
F3878,3878,Chain snatching,"IPC 379, 356",ST00033,Electronic City,2026-06-16T21:27:00,2026-06-17T00:27:00,21,Charge-sheeted,pillion-rider grab,12.80553,77.68952
F3879,3879,Chain snatching,"IPC 379, 356",ST00034,Electronic City,2026-04-05T19:11:00,2026-04-06T16:11:00,19,Charge-sheeted,evening market snatch,12.85397,77.68858
F3880,3880,Vehicle theft,IPC 379,ST00019,Whitefield,2026-03-15T00:53:00,2026-03-15T05:53:00,0,Open,duplicate-key theft,12.97969,77.73745
F3881,3881,Mobile theft,IPC 379,ST00040,Mangaluru,2026-04-26T18:27:00,2026-04-28T01:27:00,18,Under investigation,shop-counter lift,12.88254,74.879
F3882,3882,Mobile theft,IPC 379,ST00019,Whitefield,2026-03-31T14:00:00,2026-04-01T14:00:00,14,Open,shop-counter lift,12.9877,77.74869
F3883,3883,Online fraud,"IT Act 66C, 66D; IPC 420",ST00032,Electronic City,2026-06-02T18:18:00,2026-06-03T17:18:00,18,Under investigation,fake KYC call,12.86214,77.67455
F3884,3884,Online fraud,"IT Act 66C, 66D; IPC 420",ST00011,BTM,2026-05-22T09:11:00,2026-05-22T14:11:00,9,Charge-sheeted,OTP scam,12.93298,77.63653
F3885,3885,Burglary,"IPC 454, 457",ST00017,Rajajinagar,2026-05-09T03:15:00,2026-05-09T23:15:00,3,Charge-sheeted,godown break-in,13.0137,77.57626
F3886,3886,Burglary,"IPC 454, 457",ST00012,BTM,2026-04-25T01:36:00,2026-04-25T03:36:00,1,Open,ATM tamper,12.9185,77.6027
F3887,3887,Chain snatching,"IPC 379, 356",ST00011,BTM,2026-04-25T20:13:00,2026-04-26T00:13:00,20,Open,evening market snatch,12.93605,77.6471
F3888,3888,Chain snatching,"IPC 379, 356",ST00002,BLR South,2026-05-11T22:46:00,2026-05-13T07:46:00,22,Open,evening market snatch,12.92821,77.62187
F3889,3889,Online fraud,"IT Act 66C, 66D; IPC 420",ST00021,Whitefield,2026-04-20T17:27:00,2026-04-20T21:27:00,17,Under investigation,fake KYC call,12.98508,77.75471
F3890,3890,Online fraud,"IT Act 66C, 66D; IPC 420",ST00050,Belagavi,2026-04-18T10:01:00,2026-04-18T23:01:00,10,Open,fake KYC call,15.8627,74.51616
F3891,3891,Assault,"IPC 323, 324",ST00024,KR Puram,2026-05-28T18:39:00,2026-05-29T00:39:00,18,Under investigation,bar brawl,13.00955,77.71689
F3892,3892,Chain snatching,"IPC 379, 356",ST00028,Yelahanka,2026-01-17T21:41:00,2026-01-18T18:41:00,21,Charge-sheeted,evening market snatch,13.07207,77.56837
F3893,3893,Cheating,IPC 420,ST00005,BLR South,2026-01-07T17:26:00,2026-01-07T18:26:00,17,Open,fake job offer,12.89004,77.605
F3894,3894,Chain snatching,"IPC 379, 356",ST00020,Whitefield,2026-06-11T20:41:00,2026-06-13T04:41:00,20,Open,2-wheeler snatch,12.94595,77.73647
F3895,3895,Cheating,IPC 420,ST00003,BLR South,2026-02-26T14:50:00,2026-02-27T18:50:00,14,Under investigation,investment scam,12.88545,77.57557
F3896,3896,House break-in,"IPC 457, 380",ST00021,Whitefield,2026-01-12T02:26:00,2026-01-13T14:26:00,2,Charge-sheeted,lock tampering,12.98127,77.75534
F3897,3897,Chain snatching,"IPC 379, 356",ST00025,KR Puram,2026-06-22T18:06:00,2026-06-23T08:06:00,18,Open,evening market snatch,12.98505,77.68578
F3898,3898,Cheating,IPC 420,ST00033,Electronic City,2026-06-25T14:39:00,2026-06-26T00:39:00,14,Open,advance-fee fraud,12.82176,77.67933
F3899,3899,Chain snatching,"IPC 379, 356",ST00049,Belagavi,2026-06-05T22:09:00,2026-06-05T23:09:00,22,Open,evening market snatch,15.84025,74.48561
F3900,3900,Cheating,IPC 420,ST00044,Mangaluru,2026-01-12T09:30:00,2026-01-12T23:30:00,9,Under investigation,fake job offer,12.89961,74.85145
F3901,3901,Online fraud,"IT Act 66C, 66D; IPC 420",ST00037,Mysuru,2026-02-22T16:03:00,2026-02-23T09:03:00,16,Under investigation,UPI request fraud,12.30433,76.63772
F3902,3902,Chain snatching,"IPC 379, 356",ST00001,BLR South,2026-05-22T21:15:00,2026-05-23T02:15:00,21,Under investigation,2-wheeler snatch,12.91454,77.58406
F3903,3903,Online fraud,"IT Act 66C, 66D; IPC 420",ST00049,Belagavi,2026-06-24T13:42:00,2026-06-25T22:42:00,13,Charge-sheeted,OTP scam,15.8442,74.48664
F3904,3904,Vehicle theft,IPC 379,ST00025,KR Puram,2026-01-21T00:17:00,2026-01-21T10:17:00,0,Under investigation,parking-lot lift,12.99835,77.70134
F3905,3905,Online fraud,"IT Act 66C, 66D; IPC 420",ST00046,Hubballi,2026-02-01T18:09:00,2026-02-02T11:09:00,18,Open,fake KYC call,15.35021,75.12566
F3906,3906,Chain snatching,"IPC 379, 356",ST00029,Yelahanka,2026-03-29T21:59:00,2026-03-30T02:59:00,21,Open,pillion-rider grab,13.10682,77.56464
F3907,3907,Online fraud,"IT Act 66C, 66D; IPC 420",ST00001,BLR South,2026-01-17T12:45:00,2026-01-18T03:45:00,12,Charge-sheeted,OTP scam,12.91694,77.57379
F3908,3908,Assault,"IPC 323, 324",ST00010,BTM,2026-05-21T19:41:00,2026-05-22T20:41:00,19,Under investigation,street altercation,12.92051,77.61842
F3909,3909,Cheating,IPC 420,ST00018,Whitefield,2026-03-22T18:32:00,2026-03-22T19:32:00,18,Open,advance-fee fraud,12.95,77.77887
F3910,3910,Mobile theft,IPC 379,ST00017,Rajajinagar,2026-02-09T18:28:00,2026-02-10T06:28:00,18,Open,shop-counter lift,13.00935,77.562
F3911,3911,Assault,"IPC 323, 324",ST00025,KR Puram,2026-05-27T17:47:00,2026-05-28T17:47:00,17,Open,street altercation,12.99413,77.69761
F3912,3912,Vehicle theft,IPC 379,ST00047,Hubballi,2026-02-05T03:06:00,2026-02-05T16:06:00,3,Open,duplicate-key theft,15.34699,75.1159
F3913,3913,Online fraud,"IT Act 66C, 66D; IPC 420",ST00002,BLR South,2026-06-08T16:41:00,2026-06-09T04:41:00,16,Open,OTP scam,12.92368,77.60841
F3914,3914,Chain snatching,"IPC 379, 356",ST00014,Rajajinagar,2026-03-16T21:48:00,2026-03-17T06:48:00,21,Under investigation,2-wheeler snatch,12.98326,77.5259
F3915,3915,Chain snatching,"IPC 379, 356",ST00028,Yelahanka,2026-03-20T20:05:00,2026-03-21T12:05:00,20,Under investigation,pillion-rider grab,13.07953,77.56769
F3916,3916,Online fraud,"IT Act 66C, 66D; IPC 420",ST00049,Belagavi,2026-05-03T11:01:00,2026-05-04T15:01:00,11,Open,fake KYC call,15.83798,74.48298
F3917,3917,Online fraud,"IT Act 66C, 66D; IPC 420",ST00025,KR Puram,2026-06-21T13:27:00,2026-06-21T18:27:00,13,Open,fake KYC call,12.9834,77.69471
