link_id,fir_id,person_id,role
CP02559,F3196,P00121,victim
CP02560,F3197,P01802,complainant
CP02561,F3197,P02090,victim
CP02562,F3197,P00800,accused
CP02563,F3198,P01010,complainant
CP02564,F3198,P02694,victim
CP02565,F3198,P02366,accused
CP02566,F3199,P01386,complainant
CP02567,F3199,P02313,victim
CP02568,F3200,P00625,complainant
CP02569,F3200,P02274,victim
CP02570,F3201,P00610,complainant
CP02571,F3201,P01448,victim
CP02572,F3201,P02640,accused
CP02573,F3202,P00703,complainant
CP02574,F3202,P00779,victim
CP02575,F3203,P02728,complainant
CP02576,F3203,P02925,victim
CP02577,F3203,P02165,accused
CP02578,F3204,P02774,complainant
CP02579,F3204,P02909,victim
CP02580,F3205,P00232,complainant
CP02581,F3205,P00797,accused
CP02582,F3206,P00868,complainant
CP02583,F3206,P02164,victim
CP02584,F3206,P00746,accused
CP02585,F3207,P01256,complainant
CP02586,F3207,P01190,victim
CP02587,F3207,P00345,accused
CP02588,F3207,P00318,accused
CP02589,F3208,P01226,complainant
CP02590,F3208,P02562,victim
CP02591,F3208,P01551,accused
CP02592,F3209,P02443,complainant
CP02593,F3209,P00711,accused
CP02594,F3209,P01038,accused
CP02595,F3210,P00489,complainant
CP02596,F3210,P02667,victim
CP02597,F3211,P01066,complainant
CP02598,F3211,P00806,victim
CP02599,F3211,P00106,accused
CP02600,F3211,P02967,accused
CP02601,F3212,P02604,complainant
CP02602,F3212,P01101,victim
CP02603,F3212,P00055,accused
CP02604,F3213,P00603,complainant
CP02605,F3213,P00262,victim
CP02606,F3213,P02012,accused
CP02607,F3214,P00675,complainant
CP02608,F3214,P00569,victim
CP02609,F3214,P00783,accused
CP02610,F3215,P00247,complainant
CP02611,F3215,P00328,victim
CP02612,F3216,P01071,complainant
CP02613,F3216,P00253,victim
CP02614,F3216,P01172,accused
CP02615,F3217,P01509,complainant
CP02616,F3217,P02887,victim
CP02617,F3217,P01320,accused
CP02618,F3217,P02454,accused
CP02619,F3218,P00699,complainant
CP02620,F3218,P00118,victim
CP02621,F3219,P00895,complainant
CP02622,F3219,P02990,victim
CP02623,F3219,P00424,accused
CP02624,F3220,P01679,complainant
CP02625,F3220,P01570,victim
CP02626,F3220,P00062,accused
CP02627,F3221,P00357,complainant
CP02628,F3221,P02050,victim
CP02629,F3222,P01202,complainant
CP02630,F3222,P01430,victim
CP02631,F3222,P02485,accused
CP02632,F3222,P02594,accused
CP02633,F3223,P02793,complainant
CP02634,F3223,P01322,accused
CP02635,F3224,P01876,complainant
CP02636,F3224,P02623,victim
CP02637,F3225,P02557,complainant
CP02638,F3225,P01044,victim
CP02639,F3225,P02396,accused
CP02640,F3226,P00368,complainant
CP02641,F3226,P02927,victim
CP02642,F3227,P02492,complainant
CP02643,F3228,P01008,complainant
CP02644,F3228,P01670,victim
CP02645,F3229,P00896,complainant
CP02646,F3229,P00169,victim
CP02647,F3230,P02663,complainant
CP02648,F3230,P01719,victim
CP02649,F3230,P01761,accused
CP02650,F3231,P02378,complainant
CP02651,F3231,P01702,victim
CP02652,F3231,P02963,accused
CP02653,F3232,P01224,complainant
CP02654,F3232,P00239,victim
CP02655,F3233,P02352,complainant
CP02656,F3233,P00842,victim
CP02657,F3234,P00117,complainant
CP02658,F3234,P00587,victim
CP02659,F3235,P01721,complainant
CP02660,F3235,P01003,accused
CP02661,F3236,P01958,complainant
CP02662,F3237,P01084,complainant
CP02663,F3237,P02292,victim
CP02664,F3237,P00347,accused
CP02665,F3238,P02896,complainant
CP02666,F3238,P01132,victim
CP02667,F3239,P01518,complainant
CP02668,F3239,P00640,victim
CP02669,F3239,P02156,accused
CP02670,F3239,P01539,accused
CP02671,F3240,P00512,complainant
CP02672,F3241,P02832,complainant
CP02673,F3241,P00315,victim
CP02674,F3241,P02913,accused
CP02675,F3242,P02532,complainant
CP02676,F3242,P02807,victim
CP02677,F3242,P01579,accused
CP02678,F3243,P00515,complainant
CP02679,F3243,P01637,victim
CP02680,F3243,P02057,accused
CP02681,F3244,P01495,complainant
CP02682,F3244,P00332,accused
CP02683,F3245,P01518,complainant
CP02684,F3245,P02850,victim
CP02685,F3245,P00294,accused
CP02686,F3246,P00527,complainant
CP02687,F3246,P00596,victim
CP02688,F3246,P01760,accused
CP02689,F3247,P02079,complainant
CP02690,F3247,P01673,victim
CP02691,F3247,P00350,accused
CP02692,F3248,P00751,complainant
CP02693,F3248,P01424,victim
CP02694,F3248,P02998,accused
CP02695,F3249,P02482,complainant
CP02696,F3249,P02058,victim
CP02697,F3249,P00999,accused
CP02698,F3249,P01912,accused
CP02699,F3250,P00773,complainant
CP02700,F3250,P01927,victim
CP02701,F3251,P00035,complainant
CP02702,F3251,P00890,accused
CP02703,F3252,P00848,complainant
CP02704,F3252,P01331,victim
CP02705,F3253,P02755,complainant
CP02706,F3253,P02387,victim
CP02707,F3254,P01985,complainant
CP02708,F3254,P00123,victim
CP02709,F3254,P00857,accused
CP02710,F3255,P01697,complainant
CP02711,F3256,P00922,complainant
CP02712,F3256,P00896,victim
CP02713,F3257,P01699,complainant
CP02714,F3257,P00402,victim
CP02715,F3257,P01403,accused
CP02716,F3258,P02551,complainant
CP02717,F3258,P02220,victim
CP02718,F3258,P02051,accused
CP02719,F3259,P01913,complainant
CP02720,F3259,P01695,victim
CP02721,F3260,P00445,complainant
CP02722,F3260,P02690,accused
CP02723,F3261,P01049,complainant
CP02724,F3261,P01311,victim
CP02725,F3261,P01677,accused
CP02726,F3262,P02435,complainant
CP02727,F3262,P01640,victim
CP02728,F3262,P02112,accused
CP02729,F3263,P00435,complainant
CP02730,F3263,P01341,victim
CP02731,F3263,P01679,accused
CP02732,F3264,P00411,complainant
CP02733,F3265,P01025,complainant
CP02734,F3265,P01538,victim
CP02735,F3266,P00794,complainant
CP02736,F3266,P02004,victim
CP02737,F3266,P01302,accused
CP02738,F3267,P01744,complainant
CP02739,F3267,P02029,accused
CP02740,F3268,P00560,complainant
CP02741,F3268,P01731,accused
CP02742,F3269,P00372,complainant
CP02743,F3269,P01582,victim
CP02744,F3270,P01312,complainant
CP02745,F3270,P01807,victim
CP02746,F3270,P02905,accused
CP02747,F3270,P00950,accused
CP02748,F3271,P02176,complainant
CP02749,F3271,P02357,victim
CP02750,F3272,P00425,complainant
CP02751,F3272,P02388,victim
CP02752,F3272,P00805,accused
CP02753,F3273,P02560,complainant
CP02754,F3273,P02416,victim
CP02755,F3274,P02592,complainant
CP02756,F3274,P00678,victim
CP02757,F3274,P02145,accused
CP02758,F3275,P02867,complainant
CP02759,F3275,P00088,victim
CP02760,F3275,P02092,accused
CP02761,F3276,P00019,complainant
CP02762,F3276,P01427,victim
CP02763,F3276,P02291,accused
CP02764,F3276,P00328,accused
CP02765,F3277,P00293,complainant
CP02766,F3277,P02885,victim
CP02767,F3277,P02724,accused
CP02768,F3278,P00761,complainant
CP02769,F3278,P00053,victim
CP02770,F3279,P01907,complainant
CP02771,F3279,P01659,victim
CP02772,F3280,P02946,complainant
CP02773,F3280,P01218,victim
CP02774,F3280,P02123,accused
CP02775,F3281,P00422,complainant
CP02776,F3282,P00247,complainant
CP02777,F3282,P02180,victim
CP02778,F3283,P02086,complainant
CP02779,F3284,P01473,complainant
CP02780,F3284,P01315,victim
CP02781,F3284,P01389,accused
CP02782,F3285,P00596,complainant
CP02783,F3285,P01547,victim
CP02784,F3286,P00884,complainant
CP02785,F3286,P00101,victim
CP02786,F3287,P00504,complainant
CP02787,F3287,P00635,victim
CP02788,F3288,P02375,complainant
CP02789,F3288,P03000,victim
CP02790,F3289,P00351,complainant
CP02791,F3289,P00015,victim
CP02792,F3290,P02374,complainant
CP02793,F3290,P01558,accused
CP02794,F3291,P01712,complainant
CP02795,F3291,P02212,victim
CP02796,F3291,P02197,accused
CP02797,F3292,P00697,complainant
CP02798,F3292,P00726,accused
CP02799,F3293,P02270,complainant
CP02800,F3293,P00172,victim
CP02801,F3294,P02735,complainant
CP02802,F3294,P02339,victim
CP02803,F3295,P01538,complainant
CP02804,F3295,P00589,victim
CP02805,F3295,P01487,accused
CP02806,F3296,P00427,complainant
CP02807,F3296,P02095,victim
CP02808,F3297,P02610,complainant
CP02809,F3297,P01073,victim
CP02810,F3297,P01375,accused
CP02811,F3298,P01928,complainant
CP02812,F3299,P01042,complainant
CP02813,F3300,P00125,complainant
CP02814,F3300,P00387,accused
CP02815,F3301,P00271,complainant
CP02816,F3301,P02263,victim
CP02817,F3301,P01199,accused
CP02818,F3302,P02786,complainant
CP02819,F3302,P00454,victim
CP02820,F3302,P01608,accused
CP02821,F3303,P02919,complainant
CP02822,F3303,P02459,victim
CP02823,F3304,P00982,complainant
CP02824,F3304,P02072,victim
CP02825,F3304,P01212,accused
CP02826,F3304,P00194,accused
CP02827,F3305,P02996,complainant
CP02828,F3305,P01460,victim
CP02829,F3305,P00079,accused
CP02830,F3306,P01363,complainant
CP02831,F3306,P01116,accused
CP02832,F3307,P00244,complainant
CP02833,F3307,P01980,victim
CP02834,F3308,P01050,complainant
CP02835,F3308,P02163,victim
CP02836,F3308,P02065,accused
CP02837,F3309,P00021,complainant
CP02838,F3309,P00898,victim
CP02839,F3310,P02053,complainant
CP02840,F3310,P01457,victim
CP02841,F3310,P00544,accused
CP02842,F3311,P02490,complainant
CP02843,F3311,P01346,victim
CP02844,F3311,P01807,accused
CP02845,F3312,P02144,complainant
CP02846,F3312,P01291,victim
CP02847,F3313,P00047,complainant
CP02848,F3313,P02557,victim
CP02849,F3313,P01466,accused
CP02850,F3314,P01189,complainant
CP02851,F3314,P00124,victim
CP02852,F3315,P01129,complainant
CP02853,F3315,P02523,victim
CP02854,F3316,P00129,complainant
CP02855,F3316,P02815,victim
CP02856,F3317,P02763,complainant
CP02857,F3317,P01286,victim
CP02858,F3317,P02618,accused
CP02859,F3318,P02361,complainant
CP02860,F3318,P01586,victim
CP02861,F3319,P01719,complainant
CP02862,F3319,P00453,victim
CP02863,F3319,P01578,accused
CP02864,F3319,P01343,accused
CP02865,F3320,P02188,complainant
CP02866,F3320,P02657,victim
CP02867,F3321,P01372,complainant
CP02868,F3322,P02020,complainant
CP02869,F3322,P02549,accused
CP02870,F3323,P01514,complainant
CP02871,F3323,P00611,victim
CP02872,F3324,P02302,complainant
CP02873,F3324,P01353,victim
CP02874,F3324,P01252,accused
CP02875,F3325,P00799,complainant
CP02876,F3325,P01318,accused
CP02877,F3326,P02405,complainant
CP02878,F3326,P00586,victim
CP02879,F3327,P01948,complainant
CP02880,F3327,P00920,victim
CP02881,F3327,P01054,accused
CP02882,F3328,P00003,complainant
CP02883,F3328,P00638,victim
CP02884,F3328,P02358,accused
CP02885,F3328,P02895,accused
CP02886,F3329,P00645,complainant
CP02887,F3329,P02489,victim
CP02888,F3329,P02817,accused
CP02889,F3329,P01205,accused
CP02890,F3330,P00295,complainant
CP02891,F3330,P00951,victim
CP02892,F3330,P01305,accused
CP02893,F3331,P02677,complainant
CP02894,F3331,P00837,victim
CP02895,F3331,P00088,accused
CP02896,F3332,P01931,complainant
CP02897,F3332,P00554,victim
CP02898,F3333,P00733,complainant
CP02899,F3333,P02570,victim
CP02900,F3333,P00467,accused
CP02901,F3333,P02833,accused
CP02902,F3334,P01498,complainant
CP02903,F3334,P00278,victim
CP02904,F3335,P02677,complainant
CP02905,F3335,P01215,victim
CP02906,F3336,P00641,complainant
CP02907,F3336,P01530,victim
CP02908,F3337,P02862,complainant
CP02909,F3337,P01778,victim
CP02910,F3337,P01303,accused
CP02911,F3338,P00358,complainant
CP02912,F3338,P02406,victim
CP02913,F3338,P01830,accused
CP02914,F3338,P02846,accused
CP02915,F3339,P01029,complainant
CP02916,F3340,P02799,complainant
CP02917,F3340,P01311,victim
CP02918,F3341,P00010,complainant
CP02919,F3341,P02163,victim
CP02920,F3341,P00688,accused
CP02921,F3342,P02654,complainant
CP02922,F3342,P00490,victim
CP02923,F3342,P01646,accused
CP02924,F3343,P00049,complainant
CP02925,F3343,P02681,victim
CP02926,F3343,P02081,accused
CP02927,F3343,P00172,accused
CP02928,F3344,P02957,complainant
CP02929,F3345,P00399,complainant
CP02930,F3345,P01700,victim
CP02931,F3345,P01713,accused
CP02932,F3346,P01421,complainant
CP02933,F3346,P00779,victim
CP02934,F3347,P00002,complainant
CP02935,F3347,P00324,victim
CP02936,F3347,P01064,accused
CP02937,F3348,P02588,complainant
CP02938,F3348,P00093,victim
CP02939,F3349,P02165,complainant
CP02940,F3349,P02966,victim
CP02941,F3349,P02309,accused
CP02942,F3350,P00386,complainant
CP02943,F3350,P00892,accused
CP02944,F3351,P00820,complainant
CP02945,F3351,P01280,victim
CP02946,F3351,P00149,accused
CP02947,F3351,P02123,accused
CP02948,F3352,P00804,complainant
CP02949,F3352,P02721,victim
CP02950,F3352,P01699,accused
CP02951,F3352,P00582,accused
CP02952,F3353,P00503,complainant
CP02953,F3353,P02511,victim
CP02954,F3353,P02883,accused
CP02955,F3354,P01862,complainant
CP02956,F3354,P02777,victim
CP02957,F3354,P01723,accused
CP02958,F3354,P00533,accused
CP02959,F3355,P01137,complainant
CP02960,F3355,P02632,victim
CP02961,F3356,P02348,complainant
CP02962,F3356,P01739,victim
CP02963,F3356,P01993,accused
CP02964,F3357,P02087,complainant
CP02965,F3357,P01919,victim
CP02966,F3357,P00711,accused
CP02967,F3358,P01158,complainant
CP02968,F3358,P01330,victim
CP02969,F3359,P00676,complainant
CP02970,F3359,P02135,accused
CP02971,F3360,P01623,complainant
CP02972,F3360,P02189,victim
CP02973,F3360,P02071,accused
CP02974,F3361,P01832,complainant
CP02975,F3361,P00230,victim
CP02976,F3361,P02361,accused
CP02977,F3361,P02874,accused
CP02978,F3362,P01720,complainant
CP02979,F3362,P02884,victim
CP02980,F3362,P02426,accused
CP02981,F3363,P02940,complainant
CP02982,F3363,P00322,victim
CP02983,F3363,P02352,accused
CP02984,F3363,P01334,accused
CP02985,F3364,P02591,complainant
CP02986,F3364,P02582,victim
CP02987,F3365,P01197,complainant
CP02988,F3365,P02305,victim
CP02989,F3365,P02022,accused
CP02990,F3365,P02782,accused
CP02991,F3366,P00124,complainant
CP02992,F3366,P01047,victim
CP02993,F3367,P02387,complainant
CP02994,F3367,P00176,victim
CP02995,F3367,P01629,accused
CP02996,F3368,P00752,complainant
CP02997,F3368,P02700,victim
CP02998,F3369,P01415,complainant
CP02999,F3369,P00510,victim
CP03000,F3369,P00637,accused
CP03001,F3370,P02785,complainant
CP03002,F3370,P01820,victim
CP03003,F3371,P02651,complainant
CP03004,F3371,P02455,victim
CP03005,F3372,P01083,complainant
CP03006,F3373,P01598,complainant
CP03007,F3373,P02689,victim
CP03008,F3373,P00207,accused
CP03009,F3374,P00044,complainant
CP03010,F3374,P02295,victim
CP03011,F3374,P00227,accused
CP03012,F3375,P00295,complainant
CP03013,F3375,P01552,victim
CP03014,F3376,P01808,complainant
CP03015,F3376,P02860,victim
CP03016,F3377,P00484,complainant
CP03017,F3377,P00221,victim
CP03018,F3378,P00801,complainant
CP03019,F3378,P01952,accused
CP03020,F3379,P02379,complainant
CP03021,F3379,P01608,victim
CP03022,F3379,P01921,accused
CP03023,F3380,P02883,complainant
CP03024,F3380,P01959,victim
CP03025,F3381,P01023,complainant
CP03026,F3381,P02233,victim
CP03027,F3381,P01177,accused
CP03028,F3382,P00349,complainant
CP03029,F3382,P02730,victim
CP03030,F3382,P01494,accused
CP03031,F3382,P01377,accused
CP03032,F3383,P01791,complainant
CP03033,F3383,P02732,victim
CP03034,F3384,P02452,complainant
CP03035,F3384,P01231,victim
CP03036,F3384,P00642,accused
CP03037,F3385,P00421,complainant
CP03038,F3385,P00504,victim
CP03039,F3385,P01448,accused
CP03040,F3385,P02974,accused
CP03041,F3386,P01387,complainant
CP03042,F3386,P02665,victim
CP03043,F3387,P02410,complainant
CP03044,F3387,P02177,victim
CP03045,F3387,P02990,accused
CP03046,F3388,P01133,complainant
CP03047,F3388,P01673,victim
CP03048,F3388,P00814,accused
CP03049,F3388,P01965,accused
CP03050,F3389,P02617,complainant
CP03051,F3389,P01181,victim
CP03052,F3389,P00206,accused
CP03053,F3389,P01324,accused
CP03054,F3390,P02628,complainant
CP03055,F3390,P00672,victim
CP03056,F3390,P01105,accused
CP03057,F3391,P00382,complainant
CP03058,F3391,P01221,victim
CP03059,F3391,P02952,accused
CP03060,F3392,P02682,complainant
CP03061,F3392,P01003,accused
CP03062,F3393,P01138,complainant
CP03063,F3393,P02623,victim
CP03064,F3394,P01530,complainant
CP03065,F3394,P02740,victim
CP03066,F3394,P00905,accused
CP03067,F3395,P02255,complainant
CP03068,F3395,P00133,victim
CP03069,F3396,P00227,complainant
CP03070,F3396,P01665,victim
CP03071,F3397,P00492,complainant
CP03072,F3397,P00001,victim
CP03073,F3397,P02295,accused
CP03074,F3398,P01741,complainant
CP03075,F3398,P02409,victim
CP03076,F3398,P01867,accused
CP03077,F3398,P00900,accused
CP03078,F3399,P01373,complainant
CP03079,F3399,P00227,accused
CP03080,F3400,P00112,complainant
CP03081,F3400,P00071,victim
CP03082,F3400,P02508,accused
CP03083,F3400,P00948,accused
CP03084,F3401,P01247,complainant
CP03085,F3401,P01439,victim
CP03086,F3401,P00496,accused
CP03087,F3402,P01886,complainant
CP03088,F3402,P02073,victim
CP03089,F3402,P01246,accused
CP03090,F3403,P02537,complainant
CP03091,F3404,P02191,complainant
CP03092,F3404,P01590,victim
CP03093,F3404,P02265,accused
CP03094,F3405,P02350,complainant
CP03095,F3405,P00346,victim
CP03096,F3406,P02056,complainant
CP03097,F3406,P01742,victim
CP03098,F3406,P02114,accused
CP03099,F3407,P01434,complainant
CP03100,F3407,P01839,victim
CP03101,F3407,P01340,accused
CP03102,F3408,P02184,complainant
CP03103,F3408,P02057,victim
CP03104,F3408,P00106,accused
CP03105,F3409,P00191,complainant
CP03106,F3409,P00627,victim
CP03107,F3410,P00470,complainant
CP03108,F3410,P02602,victim
CP03109,F3411,P02261,complainant
CP03110,F3411,P02625,victim
CP03111,F3411,P00565,accused
CP03112,F3412,P02659,complainant
CP03113,F3412,P02851,victim
CP03114,F3412,P02661,accused
CP03115,F3412,P02074,accused
CP03116,F3413,P02089,complainant
CP03117,F3414,P00167,complainant
CP03118,F3414,P01065,victim
CP03119,F3415,P02589,complainant
CP03120,F3415,P01296,victim
CP03121,F3416,P00474,complainant
CP03122,F3416,P02185,accused
CP03123,F3416,P02298,accused
CP03124,F3417,P01070,complainant
CP03125,F3418,P00663,complainant
CP03126,F3418,P02393,victim
CP03127,F3419,P01849,complainant
CP03128,F3419,P00949,victim
CP03129,F3419,P00367,accused
CP03130,F3420,P01364,complainant
CP03131,F3420,P01086,victim
CP03132,F3421,P02349,complainant
CP03133,F3421,P00470,victim
CP03134,F3421,P02992,accused
CP03135,F3422,P01333,complainant
CP03136,F3422,P01280,victim
CP03137,F3422,P01947,accused
CP03138,F3422,P02745,accused
CP03139,F3423,P02842,complainant
CP03140,F3423,P01444,victim
CP03141,F3424,P01475,complainant
CP03142,F3424,P00037,victim
CP03143,F3424,P01441,accused
CP03144,F3425,P01122,complainant
CP03145,F3425,P02153,victim
CP03146,F3425,P02856,accused
CP03147,F3425,P00055,accused
CP03148,F3426,P01017,complainant
CP03149,F3426,P01925,victim
CP03150,F3427,P01200,complainant
CP03151,F3427,P02202,victim
CP03152,F3427,P02623,accused
CP03153,F3427,P02894,accused
CP03154,F3428,P02028,complainant
CP03155,F3428,P02981,victim
CP03156,F3428,P01652,accused
CP03157,F3429,P00131,complainant
CP03158,F3429,P01626,victim
CP03159,F3430,P00776,complainant
CP03160,F3430,P02680,victim
CP03161,F3431,P02203,complainant
CP03162,F3431,P00489,victim
CP03163,F3431,P00910,accused
CP03164,F3431,P02052,accused
CP03165,F3432,P02229,complainant
CP03166,F3433,P00245,complainant
CP03167,F3433,P00156,victim
CP03168,F3433,P01681,accused
CP03169,F3433,P02675,accused
CP03170,F3434,P01746,complainant
CP03171,F3435,P02384,complainant
CP03172,F3435,P02669,victim
CP03173,F3436,P01716,complainant
CP03174,F3436,P01603,victim
CP03175,F3436,P02760,accused
CP03176,F3437,P00810,complainant
CP03177,F3437,P00799,victim
CP03178,F3437,P02469,accused
CP03179,F3438,P01166,complainant
CP03180,F3438,P02104,victim
CP03181,F3438,P02676,accused
CP03182,F3439,P00714,complainant
CP03183,F3439,P00849,victim
CP03184,F3440,P01195,complainant
CP03185,F3440,P00350,victim
CP03186,F3440,P01646,accused
CP03187,F3441,P01684,complainant
CP03188,F3441,P00992,accused
CP03189,F3442,P02048,complainant
CP03190,F3442,P00129,victim
CP03191,F3442,P00223,accused
CP03192,F3443,P00859,complainant
CP03193,F3443,P01536,victim
CP03194,F3443,P02379,accused
CP03195,F3444,P01781,complainant
CP03196,F3444,P00714,victim
CP03197,F3444,P01570,accused
CP03198,F3445,P00640,complainant
CP03199,F3445,P00032,victim
CP03200,F3446,P01483,complainant
CP03201,F3446,P00302,victim
CP03202,F3446,P02908,accused
CP03203,F3447,P00449,complainant
CP03204,F3447,P00116,victim
CP03205,F3448,P01826,complainant
CP03206,F3448,P01178,victim
CP03207,F3449,P02021,complainant
CP03208,F3449,P02776,victim
CP03209,F3449,P00669,accused
CP03210,F3450,P01956,complainant
CP03211,F3451,P01801,complainant
CP03212,F3451,P02756,victim
CP03213,F3451,P01818,accused
CP03214,F3451,P00305,accused
CP03215,F3452,P02682,complainant
CP03216,F3452,P01442,victim
CP03217,F3452,P00021,accused
CP03218,F3453,P02753,complainant
CP03219,F3453,P00874,victim
CP03220,F3453,P00371,accused
CP03221,F3454,P01064,complainant
CP03222,F3454,P00261,victim
CP03223,F3454,P02727,accused
CP03224,F3455,P01192,complainant
CP03225,F3455,P01726,victim
CP03226,F3455,P00843,accused
CP03227,F3455,P01111,accused
CP03228,F3456,P01126,complainant
CP03229,F3456,P00520,accused
CP03230,F3457,P01425,complainant
CP03231,F3457,P02875,victim
CP03232,F3458,P01108,complainant
CP03233,F3458,P01289,victim
CP03234,F3459,P00431,complainant
CP03235,F3459,P00049,victim
CP03236,F3459,P02226,accused
CP03237,F3459,P02452,accused
CP03238,F3460,P02159,complainant
CP03239,F3460,P00057,victim
CP03240,F3461,P02675,complainant
CP03241,F3461,P01770,accused
CP03242,F3462,P02877,complainant
CP03243,F3462,P01310,victim
CP03244,F3463,P01101,complainant
CP03245,F3463,P02541,victim
CP03246,F3464,P01600,complainant
CP03247,F3464,P00204,victim
CP03248,F3465,P01562,complainant
CP03249,F3465,P01999,victim
CP03250,F3465,P02505,accused
CP03251,F3466,P00609,complainant
CP03252,F3466,P00657,victim
CP03253,F3467,P00505,complainant
CP03254,F3467,P02823,victim
CP03255,F3467,P00476,accused
CP03256,F3468,P02866,complainant
CP03257,F3468,P01042,victim
CP03258,F3469,P01514,complainant
CP03259,F3469,P01866,victim
CP03260,F3470,P02354,complainant
CP03261,F3470,P02823,victim
CP03262,F3470,P02802,accused
CP03263,F3471,P02133,complainant
CP03264,F3471,P00408,victim
CP03265,F3471,P02790,accused
CP03266,F3472,P00208,complainant
CP03267,F3472,P01948,victim
CP03268,F3473,P00699,complainant
CP03269,F3473,P02988,victim
CP03270,F3474,P02158,complainant
CP03271,F3474,P01801,accused
CP03272,F3475,P02529,complainant
CP03273,F3475,P01829,accused
CP03274,F3476,P02614,complainant
CP03275,F3476,P02663,victim
CP03276,F3476,P00948,accused
CP03277,F3477,P00128,complainant
CP03278,F3477,P02000,victim
CP03279,F3477,P00063,accused
CP03280,F3477,P00064,accused
CP03281,F3478,P02094,complainant
CP03282,F3478,P02275,victim
CP03283,F3478,P02313,accused
CP03284,F3479,P01396,complainant
CP03285,F3479,P01451,victim
CP03286,F3480,P02022,complainant
CP03287,F3480,P02714,victim
CP03288,F3480,P00874,accused
CP03289,F3481,P00105,complainant
CP03290,F3481,P02008,victim
CP03291,F3482,P00866,complainant
CP03292,F3482,P00400,victim
CP03293,F3482,P02379,accused
CP03294,F3483,P00521,complainant
CP03295,F3483,P02290,victim
CP03296,F3484,P01807,complainant
CP03297,F3484,P00491,victim
CP03298,F3485,P02849,complainant
CP03299,F3486,P02856,complainant
CP03300,F3486,P00326,victim
CP03301,F3486,P01832,accused
CP03302,F3487,P01720,complainant
CP03303,F3487,P01150,victim
CP03304,F3488,P02571,complainant
CP03305,F3488,P00137,victim
CP03306,F3489,P00201,complainant
CP03307,F3489,P01204,victim
CP03308,F3490,P01480,complainant
CP03309,F3490,P01156,victim
CP03310,F3490,P02260,accused
CP03311,F3490,P02380,accused
CP03312,F3491,P02468,complainant
CP03313,F3491,P00325,victim
CP03314,F3492,P00093,complainant
CP03315,F3492,P00446,victim
CP03316,F3493,P00937,complainant
CP03317,F3493,P00641,victim
CP03318,F3493,P00499,accused
CP03319,F3494,P01159,complainant
CP03320,F3494,P02637,victim
CP03321,F3494,P00738,accused
CP03322,F3495,P01114,complainant
CP03323,F3495,P01143,accused
CP03324,F3496,P01227,complainant
CP03325,F3496,P02357,accused
CP03326,F3496,P01253,accused
CP03327,F3497,P02061,complainant
CP03328,F3497,P00075,victim
CP03329,F3497,P01953,accused
CP03330,F3498,P01124,complainant
CP03331,F3499,P01640,complainant
CP03332,F3499,P02835,victim
CP03333,F3499,P02410,accused
CP03334,F3500,P00064,complainant
CP03335,F3500,P01455,victim
CP03336,F3500,P01833,accused
CP03337,F3501,P01825,complainant
CP03338,F3501,P01972,victim
CP03339,F3501,P00455,accused
CP03340,F3501,P01113,accused
CP03341,F3502,P02622,complainant
CP03342,F3502,P02552,accused
CP03343,F3503,P01463,complainant
CP03344,F3503,P01380,victim
CP03345,F3503,P02681,accused
CP03346,F3504,P00109,complainant
CP03347,F3504,P00884,accused
CP03348,F3504,P00041,accused
CP03349,F3505,P02040,complainant
CP03350,F3505,P02939,victim
CP03351,F3505,P01117,accused
CP03352,F3506,P00768,complainant
CP03353,F3506,P01783,victim
CP03354,F3506,P01255,accused
CP03355,F3507,P01771,complainant
CP03356,F3507,P01959,victim
CP03357,F3507,P01913,accused
CP03358,F3508,P02384,complainant
CP03359,F3508,P02813,victim
CP03360,F3508,P00712,accused
CP03361,F3509,P00582,complainant
CP03362,F3509,P01959,victim
CP03363,F3509,P00087,accused
CP03364,F3510,P02934,complainant
CP03365,F3510,P01142,victim
CP03366,F3510,P00401,accused
CP03367,F3511,P01723,complainant
CP03368,F3512,P00773,complainant
CP03369,F3512,P00244,accused
CP03370,F3513,P00774,complainant
CP03371,F3513,P00852,victim
CP03372,F3513,P01464,accused
CP03373,F3514,P02581,complainant
CP03374,F3514,P00220,victim
CP03375,F3514,P00040,accused
CP03376,F3515,P01352,complainant
CP03377,F3515,P00647,victim
CP03378,F3515,P02529,accused
CP03379,F3516,P01997,complainant
CP03380,F3516,P00986,victim
CP03381,F3516,P02728,accused
CP03382,F3517,P01572,complainant
CP03383,F3518,P01991,complainant
CP03384,F3518,P02727,victim
CP03385,F3518,P00577,accused
CP03386,F3519,P00738,complainant
CP03387,F3519,P01794,victim
CP03388,F3519,P00409,accused
CP03389,F3520,P00467,complainant
CP03390,F3520,P02094,victim
CP03391,F3521,P00378,complainant
CP03392,F3521,P01700,accused
CP03393,F3522,P02596,complainant
CP03394,F3522,P00342,victim
CP03395,F3522,P00024,accused
CP03396,F3523,P01562,complainant
CP03397,F3523,P02837,victim
CP03398,F3523,P01651,accused
CP03399,F3524,P00127,complainant
CP03400,F3525,P00619,complainant
CP03401,F3525,P02460,victim
CP03402,F3525,P02879,accused
CP03403,F3526,P00614,complainant
CP03404,F3526,P01434,victim
CP03405,F3527,P01383,complainant
CP03406,F3527,P02123,accused
CP03407,F3527,P00653,accused
CP03408,F3528,P02045,complainant
CP03409,F3528,P01353,victim
CP03410,F3529,P01143,complainant
CP03411,F3529,P02557,victim
